id,question,choice_A,choice_B,choice_C,choice_D,choice_E,answerKey
c53dfe5b24ea31c67ba004a33b7fd7c6,"The children play cards often, but they make their own rules because they can't what the originals?",bid,concentrate,winning,count,remember,E
1154f4c7b861d66ca531bef6ec873e1c,"It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?",make tape,memorize,never forget,concentrate,learn,E
c47c39fe4d3f4d5298c546bcd7aa6912,What can't viruses do without infecting a host cell?,reproduce,make computer malfunction,infect,hack computer,mutate,A
4fae537d94cf7c62cbbf73acf8f1a99f,Where is a good place for a small dog to sleep?,animal shelter,backyard,own home,basket,garage,D
8918f4400e3bb953994fcf1014e6ea73,"A quarter of it was twenty five pounds, so the whole was what?",school year,hundredweight,upper,century,hour,B
6f89dc681ebd84cb124b91f371d96e60,Where is there likely to b more than one desk drawer?,holding office supplies,desk,room,office,school,D
6794c8671f2e339c326d480e7cc610fb,What is a dangerous outdoor activity for children?,play games,wrong house,sun themselves,watch television,set table,C
96178e5da2cbc40ef695cc696c728151,"The crab was separated from his compatriots out in the sea, where was he likely to be?",fish market,cooking pot,tide pool,beach sand,farm,C
1c6276430327d4bd9d1574f7a0ee7279,"The whole family was playing cards, they were full of joy and what?",sadness,happiness,amusement,losing money,anger,B
cb099972be8be929d884c089195fc249,What does someone likely need after finding the right shoe?,house,left foot,wedding,socks,closet,B
2a42511d03a6d66586393ccecc1fe8bf,Where would you find an auditorium without students?,lights,city,theater,university campus,funeral,C
7b8624add8c1face424782586cb4eee9,"Sam tried to go to sleep, but he couldn't.  He suffered from what?",stay awake,exhausted,being awake,wakefulness,bed,D
3b4b11c3ecc80711154931e50e140337,Where could you find a policeman that is not stopping cars but that is outside?,statue,street,roadblock,police station,donut shop,B
f5512f42628808f5c7b23beafa871437,"If I wanted to thank someone for saying I have done a good job, what would I do?",smile,shake hands,express gratitude,say you're welcome,appreciate compliment,D
cfb48ad71eff8262bf309c145ddc952d,Procreating isn't the only consequence of sex.  What is even more common than kids?,twins,children born,venereal disease,used condoms,pregnancy,C
260b2ed1d16a57a51736e781cb04dd52,Why wouldn't someone want to work in an office?,blisters,frustration,being paid,making shareholders richer,making money,B
99e9b69383910311045d46dedaf61a30,"He would entertain with a pool party regularly, it was the best way to beat the what?",please,hot,guest,bribe,liked,B
03ceff0d008f78c8b15f01866c85415f,"If you buying a potato, carrots, strawberries and bananas, how would you carry them home?",restaurants,shopping bags,two wheels,vegetable soup,exhaust pipe,B
49a7899cfe3550bca861f806628ee7eb,What might a person do on their birthday or Christmas,understand themselves,receive gifts,compliments,drink,acknowledgment,B
23f8b80f8010a7bf8fe9c88c4f91745f,Shopping all day is likely to lead to?,obesity,bankruptcy,debt,tiredness,calluses,D
30ae843199a0fa779ef1fc669d7cc7bf,"He bought an apple tree to plant near Providence, where did the tree get planted?",beach,rhode island,idaho,new hampshire,fields,B
c5a63d0913d98576a6d7221e82c598c1,What plastic item can you store dairy in?,container,freezer,bucket,refrigerator,fridge,A
f31d16a69a1818669398b020e739cbc7,John needed his watched fixed. Where might he take it?,jewelery store,guard tower,jewellers,department store,mall,C
b8c5e0462658510cd83113446ba12eb3,"The billionaire donated a large sum to his former college, this allowed them to construct a new science what?",fraternity house,bank,big town,big city,building,E
c923c7ad731fd30a2e404f598e77279e,"If a man needs a shave he'd go to the bathroom, then maybe get the disposable razor out of where?",medicine cabinet,travel bag,supermarket,closet,garbage,A
2398483c67e0f79d82c9717314f7b26c,What is a good container for a potato?,kitchen cabinet,pantry,own kitchen,a flower vase.,clam chowder,A
103e20cbc2cb60258af31d981f8ea90b_1,"The plane taxied onto the runway with lots of civilians inside, where was it bound?",city,school,military base,bowling alley,airfield,A
b7cb09828f482cdcfbcfe83f174e2d91,James owned a historic deli.  It had some protections that helped him keep it open.  It was an important landmark where?,new york city,indianapolis,office building,shopping center,strip mall,A
bd4e80fa6642a76c064d0bc924411fb0_1,"They got their kid a nice new play mat, they put it in front of the TV in the where?",pool,bathroom,school,living room,doorway,D
448c508e158529994f4d9584bd87fb73,Where would you put clothing that you have already used?,hamper,person,check,house,backpack,A
d628915698086f4ce0803d11c956c81f,"John joined the army because he wanted to see the world.  When the fighting started, he only saw what sort of things?",fort,orphans,battlefield,other countries,war,C
faa6284c877b6971ef7c1c0e2eed55f3,"The lady was getting worked up about the article explaining the uptick in accidents in their area, but her husband was dismissive of it stating that accidents what?",happen to people,hurt people,happen anytime,happen often,happen anywhere,E
d27783ba0a887f79be8a13eb7a09a760,What is a convenient place for a bus station?,maps,street,catch bus,city centre,school,D
5483aa853aa126640a576fcaa7c62b28,Where can you find the U.S. federal government?,washington d.c,canada,country,capitol building,democracy,A
19a9e3bdeb92b23790361b96f21502cc,"A condom is a form of contraceptive for a penis, meanwhile a diaphragm is one designed for a what?",drawer,vagina,arm,health center,medicine cabinet,B
fb4d7a08bab739eb02f1a2069f76243c,What happens when not paying attention when bathing?,dry skin,using soap,reading newspaper,shampoo,slip and fall,E
c3e3eec0919fc651ccc3bd6119cebe62,"When frozen it showed solidity, but as it thawed and melted it showed what?",fluidity,hollowness,openness,weakness,instability,A
903d16902701396f2e0a258df701f299,"Many people have mental issues, they need someone to what to?",listen to music,play games,eat ice cream,have fun with,talk,E
9b8cd9811a98920365c738d2084eefa5,"The lizard lived at the base of the ancient longest wall, what country did it likely live in?",forrest,desert,tropics,china,garden,D
5c9736d5a003b31456d47a2466bca6c9,Reaching advantage position in a competitin puts me in what position as compared to others?,determination,upper hand,superior,higher position,skill,C
b3b3022ccb618cdbfc575b2fac8887c4,If you're very rude while expressing yourself what is likely to happen?,people will understand,communication,being slapped,creation of art,get gift,C
8524b11fb7c2ca7c9d7cd6be4d71c953,What is often a side effect of traveling on the water?,seasickness,motion sickness,jet lag,diarrhea,fatigue,B
30327c0a768a83b259eee1b175034153,The audience sits enthralled watching a spectacular battle full of shooting and explosions.  Where is the audience most likely to be?,church,hockey game,movie theater,new york stadium,stadium,C
8a81ba199675e6e2356eeb595258008d,What do you physically do to someone that you love?,kiss,kill,forgive,paint,please parents,A
1e648b711b230d0a9d69ca07e3773783,"The man's goals were noble, but his methods were what?",peasant,inferior,ignoble,plebeian,uneducated,C
e6d99b4b76f74961a400ad0001b13b73,Which entrance would you use if you do not want to use the back entrance?,side,main,anterior,current,front,B
fc8e0047cfb2d78425aa24af5056f093,Where above your kitchen sink could you store canned food?,cupboard,oven,grocery store,pantry,cellar,A
70c0bba54ba87cee4c6205ec6a82e6e9,What is it called when animals produce offspring?,birth,reproduce asexually,lie down,procreate,feel pain,D
0abf342a1e79ad512937a194474480ed,When you're getting drunk and stumbling what might you be feeling?,stumbling,nausea,fights,death,your head hit the ground,B
79b0fe7bd10df32690a5bd4c70015813,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?",exercise,moving forward,feet,blisters,locomotion,D
35df3f803ce616dc53f75a058c07ac9f,"After getting drunk and crashing his car, what resulted for him?",police award,erections,violence,injury,illness,D
59050527783813c65767457d82102384,How can buildings like the Empire State building be described?,small,underground,high,huge,tall,E
a96d00d15b288418e623fd89b7ac791a,"She always wondered how safe it was to use her hair dryer straight after a hot shower, it was always so wet and steamy in the what?",jungle,drug store,box,beauty salon,bathroom,E
e5f0a8309d8fe665bcc5f0abd840209e_1,"Applying for job after job is part of the grind, but when no calls come back it can lead to what?",hope,stress,happiness,frustration,working hard,D
97da21d3a2383935b6ede12178b99463,What is likely to have a thick membrane?,cell,animal,filtration,separating fluids,fresh egg,E
a7f1ef4065eec25339711e3ba2c194ed,"He didn't understand the subject at first, but after studying it for a while, what did he gain?",new perspective,increasing knowledge,understanding,more intelligence,inspiration,C
25be3996b39e238e43c54dd4f56dc2b3,What type of group is a bugle used in?,brass band,music store,home,army corps,american army,A
3498dae098e748ef3c2c3894896d16ac,What does reading letters produce when one is unaware of a condition?,laughter,strain,realization,enlightenment,happiness,C
f67a94a7c0553d260b795bd1507ad8b6,What does a farmer have to do when there is no precipitation?,rise early,water plants,raise crops,plant,can produce,B
d8b31382a52782defde06dc3dca4049a,James worked at a Kosher Deli in a Jewish  neighborhood in the same city where his grandparents came over from Europe in the 40s. He could see the big green torch from his bedroom.  Where might he live?,jerusalem,miami,food court,town,new york city,E
d59340639f3a871a79eadef8ab2c9810,What is an effect of playing football too carelessly?,satisfaction,competitiveness,learning,making new friends,injuries,E
e80b13cd7a0d1a125b818b3670a161cf,"After stopping being married to a person you no longer love, what emotion may you experience?",depression,grief,relief,anger,wrong,C
a378255dfaa7c238d1c258084726c899,"After his mother saw his report card he knew he was going to be doing housework, what could have prevented this?",sneezing,fatigue,house clean,feeling satisfied,getting good grades,E
1cdf322016d61cd5ca5553284dc95409,I person is likely to say they are what after a good dance?,sad,like dancing,express yourself,am happy,meet people,D
02ba66eba76b1b4df39816c6f04d8c9e,"He felt pride when he looked at his new mile time, what did he do?",paint house,compete against,tell many people about,improve yourself,pass class,D
2e8ba93eeb6ccc3d50ef55225a886bef,"Humans enjoy sitting while expressing themselves artistically, so what did they invent?",sit down,play piano,excrete,eat meat,catch fish,B
94a1e093e71f9f77ce429d95f76fcbf0,"The electricity went out in the house, what did the man suspect was the cause?",cause fire,short fuse,power outage,produce heat,shock,B
4befa0cc1340dbeb72aeeeec9a48b467,"John likes Disney films and there was nothing good on, so he decided to see what?",disneyland,movie,drawer,cabinet,microwave,B
dc6ed174ead2d7f95d8363a300f4e25b,"Sam thought that his money would grow, instead his savings only did what?",shrink,explode,diminish,get smaller,stagnant,C
cae61908c731d4a20889e04c3e784ebe,Where is a business restaurant likely to be located?,town,at hotel,mall,business sector,yellow pages,D
531bd00e7b479628de07f9702a36865e,"Grooming ones self is know to increase this, by generally increasing self-esteem?",injury,mistakes,late,satisfaction,love,D
f7079f5ed1f892b69bea8fa2848ccbde,"The artificial intelligence was constantly analysing the data, it was programmed to always be what?",learning more about,healing,better knowledge,enlightened,change,A
c7a9519ea5c54ca33d7d03d8ffad92dc,Where do people go to shop for fruit?,have money,get money,go to market,use money,car lot,C
3a9047309feb3e7d7caeb8f6e8643b8f,"While sitting on the patio they saw a fox come out of the woods and run by, it was a common sight in their cabin's what?",swimming pool,natural habitat,storybook,hen house,back yard,E
41a9215e733133ab6cbcd743123bda54,What must a foreign exchange student do to get around in the new country?,do mathematics,read book,answer question,learn language,begin to study,D
65f7b8d54ed8622598f95691c8996a4e,"Doing housework is hard, what can that lead to?",boredom,arguments,exhaustion,magic powers,headache,C
ddcdecaf17fb3968701f46d62f3e8951,"When someone is talking a lot and being lively, they are said to be?",speaking from mouth,voice,blabbering,being alive,speech,D
59c6e6ace105241ecb8c32596612e589,Rumors of roving bands of monsters killing people could lead to what?,panic,getting in trouble,mass hysteria,go to prison,murder,C
4b145d677d64ddef40757ffb95c7cdb1,What kind of building would you expect to find a skylight?,roof,house,windowless room,company,office building,B
c49d5239398c4a19ae5e921a76929f61,James tripped while running in the house.   His mother had repeatedly warned him to put his toys away but he did not listen. Where might his toys have been?,slippery,floor,store,drawer,basement,B
9688365efcb43a2cdbeb9dc084364120,"Where am I if I am not eating crab, but rather lobster in the Northern United States?",south carolina,new england,a cruise ship.,maine,chesapeake bay,D
8440ddeff09294809d22fe91f30a4ed0,Where do older people sometimes want to hear the singer more than the music?,elevator,opera,carnival,music hall,night club,B
6431537d512b33c555209915a4477c7b,What is a positive feeling that you might get after going jogging?,heart rate increases,heart attacks,sweating,sore feet,feel pride,E
0555e98aff4af324af3c82b93ab00468,What do women wear on their legs that is made of nylon?,many products,stockings,clothing,drawer,rope,B
dd5d1115fb894c3e808a15b14e560442,Where might I find a decanter outside of drinking alcohol?,georgia,kitchen cupboard,brewery,chemistry lab,restaurant,D
34c871d9590719f4789d8eae4cb861fc_1,"If you want to find a star you'd have to look in space, but if you wanted to find one from the screen you should travel to where?",outer space,uganda,constellation,solar system,hollywood,E
a59d326a7036c0f4b75c0b4e80b8274d,"Billy is an animal, but he is alergic to trees. He hates them very much.  Still, he wants to have a picnic and can't stand the idea of buying food from a restaurant.  Where would he have his picnic?",addidas,north america,cafe,outside,woodland,D
7c55160a4630de9690eb328b57a18dc2,John fell down the well.  he couldn't believe what he found down there. It was like something out of what?,fairytale,farm yard,farm country,michigan,horror movie,A
c46f798b8161f77cffab927f4fb7a969,"Helium, magnesium, and sulfur are likely to be found where in a school?",chemistry lab,atmosphere,air,supply closet,laboratory,A
e2f82bc3208d89a6469f59f7dcd08b89,What do people typically do when they are trying to making friends?,falling in love,smile,start fighting,getting drunk,talking,B
8a79547f4ce8214d761be14b572e4e75,When having food it is common to do what other act of consumption?,drinking,playing poker,sit,talk,being greedy,A
258e37456f06d455322d2cd2db3232c3,"James is a normal person, but sometimes he's under the weather.  Normal people feel what sometimes?",ill,tangential,reverse,uncommon,unconventional,A
dcdffade21c394dcb2e85967f49716df,"It was a long hard day of work, it was now time for sitting down and what?",relaxing,sleep,listened to the voices in their heads,pee,watch tv,A
a0d1cb70db00834a9ff0f9d92a9d8d40,"If someone is not able to reply to you, they could be?",send,email,question,mute,deaf,D
d08295b7f1fe388833a2b7e6fffbdb95,What kind of area does a cat typically enjoy?,warm place,barn,beam of sunlight,backyard,high places,A
dba3c8315d550f262e1c339680d03c8e,What does a person need to figure out when they have questions?,dedication,surprised,solutions,confidence,compliments,C
da0e19f29cb02314b722931960a8361b,Where would you go to look for your human ancestors?,memorial site,gravesite,school,temperate climate,interesting place,B
2afd8461799cdad84450b52ae179d2ca,"If you've ended your visit with someone, what happens next?",thank god,turn around,walk away,work hard,explode,C
e20d894c667d492f95f3583a733f6b86,What kind of pain can be caused my watching television too much?,fatigue,addiction,power gains,entertainment,headaches,E
c542d4c951be693252b7bf0e96d18d41,What does watching something entertaining cause people to have?,they cant watching recognize and hospitality,talent,recognize,fun,intelligence,D
65999b4e886d80696feec11e82856d0f,Where would you go to take a chair home?,home,university,office,furniture store,church,D
af6b1c9158b185ee299d41c6deaf5876,"The buffalo was hunted until it was scare, but after much effort and many years they are now what again?",available,endangered,plentiful,common,abundant,E
043245f6f1badb30c7b0ed43aa554d33,What is the opposite of dissociate with someone?,fuse,unit,join,combine,incorporate,C
4e0f8a343984edec0016560871022ee5,"The movie had many a song and dance, it was a what?",bollywood,record,musical,jukebox,napster,C
90046d17ceab6714b1259e720e9201ff,Where might a child keep their towel for overnight?,backpack,linen closet,swimming pool,at hotel,shelf,A
ae6fd768888d82f30c199fc2bec2859f,He had to fake reading because he was what?,illiteracy,watching tv,acculturation,at grade level,illiterate,E
37b30034610b73d5f757b422aa475766,A sloth is often found napping in the branches of what damp region?,nature preserve,wilderness,forest canopy,tropical rainforest,florida,D
03909c12569f6fdb2aa6d3adfb3213de,What would be the result of going into a deep trance in order to purge the subconscious?,loss of control,memory loss,closed eyes,confusion,meditation epilepsy,B
940152990c9d4ecdb0eece4be31903e7,Where can a child learn about the adventures of a talking monkey?,rain forest,tropical areas,pet store,library,story book,E
ed4a7e99f8030eec63d4d9dac45a93e9,Where would you expect to see a white fox?,great outdoors,open meadow,forest,arctic tundra,mountains,D
bbb8a280fcb96df358496d95f0d769ba,The window across the street was broken and John felt guilty. He never meant to damage what?,friend's house,curtains,space shuttle,front door,classroom,A
31aa3c1629e3c434917fd2c6300af778,What might learning about science cause in someone?,scientific knowledge,intimidation,boring,become educated,sense of wonder,E
362ff2588ff28b9e947414c1595d8cf0,"The man felt sorry for the dressed up dog, it was his opinion that clothing was only for a what?",entertaunment,hamper,person,closet,backpack,C
c6eab9e1389b28fa542ff0cd67d21ff8,"John hated getting in line, but he wanted anyway.  Not breaking line was just what?",agitation,common sense,civil,fatigue,longer lines,B
f195704336d1db5e3d23f0354598e774,Where could there be people making noise if no one is supervising the people?,big city,transmission,classroom,bowling alley,in the front yard,C
7a81550c030edb132c42996877ba0ebf,"If you're still in love and end up stopping being married to your partner, what emotion are you likely to experience?",wrong,pleasure,encouragement,depression,relief,D
9592a675ad7868daf692511952702eb8,Where do kids in elementary school keep grapes?,kitchen,wine country,fridge,lunch box,food store,D
12a854629e88f9636cb4c73c5dee48c2,James was driving away from work. He slid into the outside lane.  Up ahead he would have to do what?,take u turn,turn left,crash,turn right,get to town,D
fbdcc78bfb17162ef2ccca168d4bc416,"The demand from people was high, how can chaos be avoided?",bank money,call police,wait in line,believe in god,suffer pain,C
d3e98061ba20fda7e1effd80b9ff2582,"John's took his appointment book with him to a checkup but couldn't find it anywhere. He looked and he looked but he didn't know where it was.  It wasn't until he bought a new one, went home, took a shower that he found it.  Where was it?",office supply store,wallet,doctor's office,handbag,pocket,E
ad2fc6215c179ab6a880ee6c3e2f4b62,"James and Ruth were getting a divorce.  It was amicable, but it wasn't happy.  There was a lot of what emotion?",bitterness,sadness,depression,pain,anguish,B
688772598f69066794067c48197a9ab2,John was punching and punching at the wall but succeeded only in bloodying his knuckles. This was bad.  He would be unable to hold his tools if he injured what?,hostility,anger,nose,fists,hands,E
2b9a30298dfbf14339583a4ab1813441,Where might someone live if they are only able to have a small dog?,dog show,manhattan apartment,tree,farm,neighbor's yard,B
7b3457bc6f691429ff4fa17431845ac4,How do people exchange information to large groups at work?,newspaper,meeting,library,television,telegram,B
0d588fae4b28e93a3e3ab43fe721dbcd,"When trying to clean clothes, what is something that you need?",get dirty,launder,sort,bleach,use water,E
807a3a2dabdd50ed0c76052fd2612632,What do people do sometimes when they find a good deal?,race cars,believe in god,fight each other,fear death,murder each other,C
f52b7f4694e5295871f94d031a58d4a8,"If a human breaks the law, where could they be placed?",school,church,love,jail,foster care,D
cd0aa919b03893a1065d721d2a29713e,"A woodworker is missing a screw, where should he look for it?",tool box,wall outlet fixture,on the ground,motorcycle,computer,A
79274c2d6dfdb9175f1b821d2c486144,"He was climbing higher and higher, what was he scared of as he got higher?",exhaustion,accomplishment,eagles,exhilaration,falling down,E
2c25cc629c5d288661a6dab02a983903,What is a place that could have hundreds of sporting goods store?,buy athletic equipment,city,espn,town,jerseys,B
e6537059dc8eb4ed2fa5569310ae0c02,"He needed to get ice to have a refreshing drink, the what was stuck on only hot mode?",refrigerator,cold weather,microwave,water cooler,mixed drinks,D
b8e7befa21ee8c5fec4fc05b4f81e76d,"Snoopy thought Charlie wanted to play fetch, but Charlie was just treating his pet what for fleas?",house,cat,carpet,rug,dog,E
5586c15d16f83b0e6e44e6ca8dfdf338,"Sam refered to Sean as a servant.  Joan was less polite, and used a different term. What term did she use?",in charge,freedom,rich person,free person,hired help,E
4248d6543aa30d237e7408efb8ef2994,Where would a specific place for a delicatessen be?,large city,michigan,shop,mall,hometown,B
6b5aeefdbab6486c57cb9d215f31b08b,What could cause a driving car to stop?,on time,pollution,death,sickness,run out of gas,E
7813a61b44c4373d4510b94b5728befc,Where is a market likely to be enclosed?,field,village,rural area,city,mexico,D
f0b289969ec4d5f1d15001aadcfc91cf,"It could have been a beautiful day, but what stopped the sun from shining?",cloudy,grotesque,evil,hideous,ugly,A
7e3fda04b93c2b46d58b2dc504e26642,What areas does a cat tend to seek out?,the place i don't want it,relaxed position,soft place,barn,urban settlement,C
0e6278b4148a2465d627118431636ca8,If you take a call while away from work where are you likely to be?,attracting ducks,at work,voice mail,answering machine,office,E
1ab2755b12e03bf7264e40b4fe067687,The company didn't have any local stores.  How did they sell things?,ship goods,mail order,own resources,peddled,branch out,B
c3793418ece98ac248826248131a9b30,Where could you find a magazine that does not need to be paid for to read?,train station,kitchen,waiting room,bookstore,bed,C
1c1739da0fb8a2a8797e70612042a4b4,"Even if two people don't experience attraction when they meet, over time they can grow to do what?",love others,love else,flirt,love another,kiss,D
c16c6cc8c75c09741d4076391299a967,"Excavation was beginning, step one was a good foundation at the what?",under ground,groundbreak,city,cemetary,construction site,E
6df6300d4a7ba64c33e18ae2b5436d45,"The child was spiteful of his parents, what did he do?",become adult,succeeded,grow up,ask questions,acting out,E
a7f2a0c4c55ecc07a6ce9438db2f37a0,"The machine only took quarters, and he only had enough for one load at the what?",laundromat,assembly line,street,white house,house,A
3fa19a3566dae1537adf8daf78e53aea,If you're standing in front of people holding index cards what are you likely doing?,learning,oral report,office supply store,card catalogue,library,B
60bc0c9d8e2bd752ae0a498f4fb9881d,Where can you get a brand new book shelf?,library,ocean,bedroom,bookends,furniture store,E
246fa25105a6893de75b0016a830a183,What performance is expected of a student in school sessions?,michigan,pass course,better grade,ask questions,study history,B
cb0bfeb33c70bc67b4e79077c7136665,"The archaeologist was seeing artifacts that made no sense, so what did he do?",angry,thinking,painful memories,consider the options,learning,B
bf1116612abf1a5948e2e3ba94bff3ae,"She was playing violin with the hope of recording it someday, what did she want to do with her talent?",calluses,playing wrong note,audition,making music,read music,D
f4ba553c6369fa66d35bfefc1502ba30,"While working he injured himself, his coworker said he should do what more?",accomplishment,complain,concentration,take a vacation,pay attention,E
1837216ac7745121b82a6491b2318c09,Where do people gather to see large men in pads play a game where they run and smash in to each other?,surface of earth,car show,football stadium,gym,opera,C
686a7bcc9ea399dd5223aca2b03aa60a,"The forward comes before an essay, what comes at the end of it?",last word,afterword,epilogue,conclusion,page numbers,D
54b2d9a2d356f565d54ff6511742bd68,"Though the first cup of hot brew was costly you got a free refill, customers really liked the little what?",restaurant,seven eleven store,coffee shop,cup,bar,C
87875fa247fde6bcb753adb2b88539c5,If you follow a road toward a river what feature are you driving through?,north america,valley,town,road,bridge,B
06b2fc012781ffdd3e528345684cc9d3,What did Einstein determine that energy is made of?,weakness,play sports,entropy,mass,matter,D
7f4435b0cf1a9760990b13d9227bbe0a,What happens to a person on stairs after getting drunk?,death,lower standards,trip,violence,falling down,E
2b57a3c187ef85536286a06513830292,"Though it was mostly overlooked, he thought he gave a very thoughtful reply to the what?",ask,forward,question,initiate,answer,C
2058494baceba4d38bd84c877aa90dde,Where is a drug dealer convicted of a felony likely to go?,prison,nightclub,jail,sell drugs,street corner,A
ed88af89d2ee9d5da8969f98c4a05e9a,"I was creating art while angry, what did my painting convey inadvertently?",work of art,feeling of accomplishment,making love,pleasure,strong emotion,E
de591f5d67a7cefe8aaa7fa6aa781389,What might someone get from learning about science?,headache,see things differently,increased knowledge,accidents,appreciation of nature,C
8788f0a57701be9f626a9a3cc40a6a6a,"She had learned how to make bread that was quite good, she had finished a new loaf and now all there was left to do was to what?",fresher,tastes better than storebought,eat bread,i'm hungry,throw it away,C
93c9feb86e29dedb08d2e0346e167edc,"He drew a ball using a compass, what quality did the drawing of the ball have?",continuous motion,rolling down street,circular,spherical,round,C
66d902f571368951c4fb6892fd2ea773,What do we feel after travelling a long distance?,energetic,motion sickness,relocation,diarrhea,fatigue,E
78d7117bc0b8338e47e5ea79a2ab326b,What are all living things that have at least one nerve called?,person's body,brainstem,organism,turtles,fingertips,C
146506348b1afbd9ff6242c22d2924ac,If you need a restroom while on the road where can you stop?,rest area,library,resturant,office building,gas station,A
2a04c3bba159fcf1f21616e9217d6c8c,Punishing physical jobs make people want to do what regarding exercise?,procrastinate,avoid,yell at,being nasty,ignore,B
92a489d5095fbd1be4acdd1e504f735d,where would a good newspaper boy put a paper in the rain?,library,lawn,trash,roof,front door,E
64fe8b8cba88efac464f925432aebe70,What would a person do if they saw a bully make a person cry but they wanted no trouble?,courageous,step up,keep walking,cross street,do nothing,E
718bb7c081372ebdaae0a6f1cc27e0e9,James was a weasel.  He lived in a warm place where he was surrounded by children.  Glass separated him from the  outside world.  He rested comfortably in his what?,law firm,zoo,classroom,forrest,terrarium,E
cabb865ff429e2a701f9622a7f3d12aa,John didn't like celebrating with his friends.  He was awkward because he had a problem. What sort of problem did he have?,drinking,enjoyment,advantage,intimacy,happiness,A
7bdc3aaef7d5a29528f8a7f7bffa5856,He called bull when his friend said a bull can be what?,feeble,bullbleep,cow,female,charging prey,D
1467417a161bf4b90eb7d0689acb9014,"the dog brought a stick back to the house, the man could tell it came from a small area nearby, where was it likely from?",grass,forest,woods,yard,outside,C
05d73ae4829152a0e9139d8ed1f8acff,If you lost track of a monkey at home what is the closest place you should look first?,canada,friend's house,rain forest,amazon basin,african continent,B
3bb5a9f0b42fd342310ac0e30034f42b,"No matter the background of the person, they should all be given what in applying for the job?",critical thinking,congratulated,equal opportunity,compliments,raffle tickets,C
9a177905c71d4185b9c97830cf78a492,What force keeps objects on the surface of the earth?,tectonic plates,the sun,one moon,gravity,four seasons,D
5ff866f8f317f37e2dfba51d9e343a26,"Today was a big day at the trade show, he was finally going to show off his product to the public and give a what?",store,shelf,market,demonstration,dance,D
81f4d7efd7d64a7329c2e2043e65407f,Where do you store mugs in your house?,bar,cupboard,cabinet,containing drink,refrigerator,B
6b4784e9fb6af529dcde1da2dcb245f3,"A judge was on his bench serving justice, what was his most important principle?",honest,lawyre,fair,arranging files,tell truth,C
00eb7051ff40712b2b6b26b2c893e463,"Always wash your hands before eating, you don't want to get germs onto food and inside your what?",water,doctor,spread disease,mouth,ear,D
b3baa68551d8cf3b7054462cd419f4ef,"When you're expressing yourself in simple terms, what sort of reaction would be expected?",creation of art,being slapped,laughter,embarrassment,people will understand,E
a19df8b6088f5fb5012fbb85c7f56c9e,Why do people start to play sports at the gym?,practice,compete,to have fun,get in shape,stretch,D
ec93ff28af711d5420fdfd6e71851669,"Religion plays a big role in many lives, but the what in the room is oddly often the most preachy?",atheism,atheist,science,wars,confusing,B
e491a96593d6da606fb25ec588e370f7,"She got a snack and drink and laid back in her chaise lounge, the day was finally over and she could just read book and what?",choose one,open up,get comfortable,plot world domination,learn to read,C
7d2b4837d2fc48881f906ba5adc47801,What is eating an unhealthy meal likely to cause?,gas,gaining weight,electrical circuit,indigestion,getting full,A
051a9fcd42a663e4b0f5d0a487fcd9bc,What do humans have that cerberus does not have?,one head,two ears,lay eggs,3 legs,two feet,A
3c13906a6add5f537e90ea6b0dbc6ea6,"She was competing, but felt inadequate, what did she apply to improve performance?",steroids,anger,increased effort,adrenaline rush,vain thoughts,C
366a0cde2e24373fae7b17ab37a6d1f6,Where can we see an elephant do tricks?,india,circus,zoo,safari,africa,B
4a1d195b525d6f63f94923022fc93cd6,What past time are people engaged in when they are traveling along liquid?,sail boats,question authority,high fives,share things,learn from each other,A
809665c41ce65f00e31e098697df6ee4,Where is the best place to keep a dish cloth?,laundry,kitchen,linen closet,fabric store,bedroom,B
18d465168f976c1336093fd18362f803,Where is a shelf likely to be made of wire?,refrigerator,cupboard,corner,bookstore,hades,A
242ff0a0ffe7c7f2e0e8ad3c7225c180,Why would you want to be using computer?,carpal tunnel syndrome,eye strain,work,pleasure,increased efficiency,E
27eca87e1988e5c5cec35470ae18b225,What southern area not in the US are you  likely to find a marmoset?,latin america,mountains,burrow,home,new hampshire,A
4f9f30ee7073450cbbe534270655a6c4,"Lara checked out the loose hub.   He she didn't tighten it, the what might come loose and then hundred of people would die?",propeller,electric fan,datahub,car wheel,gasoline,A
d625ce639727c94dad3c3f1fbc64d2f2,Where can you buy grapes directly from their growers?,grocery cart,kitchen,fridge,fruit market,super market,D
3d6760696489c4638c42bebcded6bb03,"The athlete needed cooling off, but after ten seconds in an ice bath he had the whats?",calm down,chills,loss of heat,better decisions,bloated,B
ec443f1717785de4559fa1fd7e412020,The foreman told the new worker to stop standing in the way and to do what in regards to the dangerous equipment?,get off,sit down,step out of,have moved,move away from,E
46eb60b269ada8458187c616ad0d5905,What do you need to find a dental office?,street,city,office building,dentist,town,A
69104caaa31480d0bb90c7bbe59b02ba,"It might make you think of buckeyes, but an apple tree also grows well in which of the fifty?",spain,ohio,orchid,bible,washington state,B
41728f73de2971c2a0d0125c8c65aa40,"Mice live many places, but what is their native habitat?",attic,laboratory,loft,town,countryside,E
9962a9930cdc6d25b0eccae908b24324,Where would you put a writing instrument if you are a woman and want to bring it with you?,stationery store,ball stopped,pocket,purse,classroom,D
