id,question,choice_A,choice_B,choice_C,choice_D,choice_E,answerKey,light_1,light_2,light_3,medium_1,medium_2,medium_3,strong_1,strong_2,strong_3
af6b1c9158b185ee299d41c6deaf5876,"The buffalo was hunted until it was scare, but after much effort and many years they are now what again?",available,endangered,plentiful,common,abundant,E,"The buffalo was hunted until it was scarred, but after much effort and many years they are now what again?","The buffalo was hunted until it was a scare, but after much effort and many years they are now what again?",The buffalo was hunted until it was a scare but now after much effort and many years they are what again?,"The buffalo was hunted until it was scare but now, after much effort and many years, what again?","The buffalo were hunted until it was scared, but after much effort and many years they are now what again?",The buffalo was hunted until it was a scare but after much effort and many years they are now what again?,"The buffalo was hunted till it was scarred, but after much effort and many years they are now back what?","The buffalo were hunted until it was fearsome, but after much effort and many years they are now what again?","The buffalo was hunted until it was scares, but after much effort and many years they are now what again?"
043245f6f1badb30c7b0ed43aa554d33,What is the opposite of dissociate with someone?,fuse,unit,join,combine,incorporate,C,,,,What is the opposite of to dissociate with someone?,What is the opposite of a dissociate with someone?,What is the opposite of dissociate from someone?,What the opposite is a distaste for someone?,What is the opposite of the saying - dissociate with someone?,Was what is the opposite of dissociate with someone?
4e0f8a343984edec0016560871022ee5,"The movie had many a song and dance, it was a what?",bollywood,record,musical,jukebox,napster,C,"The movie had many a song and dance, it was what?","The film had many a song and dance, it was a what?","The movie had many songs and dances, it was what?","The movie had many a song and dance, it was what?",The movie had many a song and dance and it was what?,"The film had many a song and dance, it was a what?",What was the film song and dance of?,"The film had many a song and dance, it was what?","The film had many a song and dance, which was a has?"
90046d17ceab6714b1259e720e9201ff,Where might a child keep their towel for overnight?,backpack,linen closet,swimming pool,at hotel,shelf,A,Where would a child keep their towel for overnight?,Where could a child keep their towel for the night?,Where a child might keep their towel for overnight?,Where would a child keep their towel for the overnight?,Where could a child keep his towel for the night?,Where would a child keep their towel for overnight?,Wo could a child conserve his towel for the overnight use?,Where a child could leave their towel for overnight?,How a child might keep her towel for overnight?
ae6fd768888d82f30c199fc2bec2859f,He had to fake reading because he was what?,illiteracy,watching tv,acculturation,at grade level,illiterate,E,,,,He had to fake the reading because he was what?,He had to fake reading because he was who?,,He had to fake read because he was who?,In fact he had to fake a reading because he was what?,He had to copy the reading because he was what?!
37b30034610b73d5f757b422aa475766,A sloth is often found napping in the branches of what damp region?,nature preserve,wilderness,forest canopy,tropical rainforest,florida,D,A sloth is often found napping in the branches of which damp region?,A sloth is often found in the branches of what damp region?,A sloth is often found in which eel branch of what damp region?,A sloth is often found napping in the branches of which damp region?,A sloth is often found napping in the branches of which drier region?,A sloth is often found napping in branches of which damp region?,A sloth is often found napping in what damp soil?,A sloth is often found nepping into the branches of what dry region?,A sloth is often found napping in the branches of what humid region?
03909c12569f6fdb2aa6d3adfb3213de,What would be the result of going into a deep trance in order to purge the subconscious?,loss of control,memory loss,closed eyes,confusion,meditation epilepsy,B,What would be the result of going into a deep trance to purge the subconscious?,,,What would be the result of going into a deep trance to purge the subconscious?,What would be the result of entering a deep trance to purge the subconscious?,What would be the result of entering a deep trance in order to purge the subconscious?,What would become of a deep trance in order to purge the subconscious?,What would be the result of going into a deep trance to purge the subconscious?,What would be the result of going into a deep trance to purge up the subconscious?
940152990c9d4ecdb0eece4be31903e7,Where can a child learn about the adventures of a talking monkey?,rain forest,tropical areas,pet store,library,story book,E,,,,Wo can a child learn about the adventures of a talking monkey?,Where can a child learn the adventures of a talking monkey?,,For what can a child learn about the adventures of a talking monkey?,Wo a child learn about the adventures of a talking monkey?,Wo can a child learn about the adventures of a talking monkey?
ed4a7e99f8030eec63d4d9dac45a93e9,Where would you expect to see a white fox?,great outdoors,open meadow,forest,arctic tundra,mountains,D,Wo would you expect to see a white fox?,,,Wo would you expect to see a white fox?,,,Wo would you expect to see a white fox?,Wo would you expect a white fox to go?,In what environment should you expect to see a white fox?
bbb8a280fcb96df358496d95f0d769ba,The window across the street was broken and John felt guilty. He never meant to damage what?,friend's house,curtains,space shuttle,front door,classroom,A,"The window across the street was broken and John felt guilty, never meant to damage what?",,,The window on the other side of the street was broken and John felt guilty; he never meant to harm?,The window across the street was broken and John felt guilty. He never intended to damage what?,The window on the street was broken and John felt guilty - he never meant to damage what?,The window the street from was broken and John felt guilty; he never made a move to get what?,The windows across the street broke and John felt guilty. He never meant to damage what?,It wasn't the window across the street but John felt guilty: He was never meant to damage what?
31aa3c1629e3c434917fd2c6300af778,What might learning about science cause in someone?,scientific knowledge,intimidation,boring,become educated,sense of wonder,E,What might a learning about science cause someone in?,What might a learning about science cause someone?,What might learning about science cause someone?,What might learning about science cause in someone else?,What might learning about science cause someone to learn?,What would learning about science in someone cause?,What might about Science cause someone in someone?,In; what might learning about science cause in someone?,What might make someone learn more about science?
362ff2588ff28b9e947414c1595d8cf0,"The man felt sorry for the dressed up dog, it was his opinion that clothing was only for a what?",entertaunment,hamper,person,closet,backpack,C,"The man felt sorry for the dressed up dog, it was his opinion that clothing was only for what?","The man felt sorry for the dressed dog, it was his opinion that clothing was only for what?",The man felt sorry for the dressed dog; it was his opinion that clothing was only for a what?,The man felt sorry for the shaved dog; it was his opinion that clothing was only for what purpose?,The man felt sorry for the dressed dog; it was his opinion that clothing was only for what?,The man felt sorry for the adorned dog; it was his opinion that clothing was only for a what?,The man felt sorry for the dressed dog; it was his opinion that wearing clothes was only for a what?,"The man felt sorry for the dressed dog, it was his opinion that clothing is only for a what exactly?",The man felt sorry for the dressed dog it was his opinion that clothing was only for what?
c6eab9e1389b28fa542ff0cd67d21ff8,"John hated getting in line, but he wanted anyway.  Not breaking line was just what?",agitation,common sense,civil,fatigue,longer lines,B,"John hated getting in line, but he wanted anyways. Not breaking line was what?","John hated getting in line, but he wanted anyway. Not breaking line was what?","John hated getting in line, but he wanted to break it anyway: What was not breaking line?","John hated getting into line, but he wanted it anyways, not breaking line was just what?","John hated getting in line, but he wanted to, Not Breaking Line was merely what?","John hated getting in line, but he wanted it anyway. Not breaking the line was just what?","John hated getting in line, but he wanted anyways. Not breaking line was just what?","John hated arriving in line, but he wanted it anyway. Not breaking line was what?","John hated standing out of the line, but he wanted anyway, not to break even line was that just what?"
f195704336d1db5e3d23f0354598e774,Where could there be people making noise if no one is supervising the people?,big city,transmission,classroom,bowling alley,in the front yard,C,Where could be people making noise if no one is supervising the people?,Where could there be people making noise if no one is monitoring the people?,Where could there be people making noise if no one is watching the people?,Where could be people making noise if nobody is watching the people?,Where could be people making noise if no one is supervising the people?,Where could there be people making noise if no one is monitoring the people?,Where could people be making noise if nobody is on watch over them?,Why could people possibly get noise if no one is monitoring the people?,Where could people be making noise if nobody is guarding the people?
7a81550c030edb132c42996877ba0ebf,"If you're still in love and end up stopping being married to your partner, what emotion are you likely to experience?",wrong,pleasure,encouragement,depression,relief,D,What emotion are you likely to experience if you are still in love and end up ending up with your partner?,What emotion are you likely to experience if you're still in love and end up ending up married to your partner?,What emotion are you likely to experience if you are still in love and stop being married to your partner?,What emotion are you likely to experience if you are still in love and stop being married to your partner?,"If you're still in love and end up married to your partner, what emotions are you likely to experience?",What emotion are you likely to experience if you are still in love and that you stop being married to your partner?,How would you respond to the emotional state if you are still in love and stop being married to your partner?,"If you're still in love and you don't necessarily quit after her, what emotion are you likely to experience?",What emotion are you likely to experience if you are still in love and stop married to your partner?
9592a675ad7868daf692511952702eb8,Where do kids in elementary school keep grapes?,kitchen,wine country,fridge,lunch box,food store,D,Where do the kids in the elementary school keep grapes?,Where do the kids in elementary school keep grapes?,Where do the children in elementary school keep grapes?,Where do students in elementary school keep grapes?,Where do the students in elementary school keep grapes?,Where keep the kids in elementary school grapes?,Where are the students at the 0's own inoculacies with grapes?,Where do students in a public school stay grapes?,Where do kindergarten students keep grapes?
12a854629e88f9636cb4c73c5dee48c2,James was driving away from work. He slid into the outside lane.  Up ahead he would have to do what?,take u turn,turn left,crash,turn right,get to town,D,James was driving away from work and slid into the outside lane. Up ahead he would have to do what?,"James was driving away from work, slid into the outside lane, and would have to do what up ahead?","James was driving away from work, slid into the outside lane, and up ahead he would have to do what?","James was driving away from work, slid into the outside lane and would have to do what up ahead?",Then he slid into the outside lane and would have to do what up ahead?,James was driving away from work and slid into the outside lane. Up ahead he would have to do what?,"Isn't it crazy James was driving away from work, slid into the outside lane and would have to do what up behind him?",James was driving from work and slid in the outside lane and up ahead he would have to do what?,James was walking away from work and he slipped in the outside lane. Up ahead he would have to do what?
fbdcc78bfb17162ef2ccca168d4bc416,"The demand from people was high, how can chaos be avoided?",bank money,call police,wait in line,believe in god,suffer pain,C,The demand from the people was high - how can chaos be avoided?,,,"The demand was high from people, how can chaos be avoided?","The demand from the people was high, how can chaos be avoided?","The demand was high, how can chaos be avoided?","The demand from the people was high, how can chaos be avoided?","The demand of people were high, how can chaos be avoided?",When the demand of people was high how Chaos can be avoided?
d3e98061ba20fda7e1effd80b9ff2582,"John's took his appointment book with him to a checkup but couldn't find it anywhere. He looked and he looked but he didn't know where it was.  It wasn't until he bought a new one, went home, took a shower that he found it.  Where was it?",office supply store,wallet,doctor's office,handbag,pocket,E,"John took his appointment book with him to a checkup but could not find it anywhere, he looked and he looked but he didn't know where it was, until he bought a new one, went home and took a shower, where it was?",,,"He took his appointment book with him to a checkup but couldn't find it anywhere - he looked and he looked but he didn't know where it was, and it wasn't until he bought a new one home, took a shower that he found it - where was it?","John's took his appointment book to a checkup, but couldn't find it anywhere - he looked and he looked but he didn't know where it was. It wasn't until he bought a new one - went home and took a shower that he found it - where?","John took his appointment book with him to a checkup but could not find it anywhere he looked and he looked but he did not know where it was until he bought a new one, went home, took a shower - where was it?","John took his appointment book with him to a checkup but couldn't find it anywhere. He looked and looked but he didn't know where it was, until he bought a new one, went home, took a shower, and found it?","John took his appointment book with him to a checkup but he couldn't find it anywhere - looked and he looked but he didn't know where it was, so it wasn't until he bought a new one - went home, took a shower - that he found it - Where was it?","John took his appointment book with him to a checkup but couldn't find it anywhere, looked and looked but did not know where it was; it wasn't until he bought a new one, went home, had a shower that he found it?"
ad2fc6215c179ab6a880ee6c3e2f4b62,"James and Ruth were getting a divorce.  It was amicable, but it wasn't happy.  There was a lot of what emotion?",bitterness,sadness,depression,pain,anguish,B,"James and Ruth were getting divorced, it was amicable but it wasn't happy, there was a lot of what emotion?","James and Ruth were getting divorced, it was amicable but not happy - there was a lot of what emotion?","James and Ruth were getting divorced, it was amicable, but it wasn't happy. There was a lot of emotion?","James and Ruth got a divorce that was amicable, but it was not happy. There was a lot of emotion?","It was amicable, but it wasn't happy. There was a lot of what emotion?","James and Ruth were getting a divorce, it was amicable but it wasn't happy. There was a lot of emotion?",James and Ruth were getting a divorce - it was amicable but it wasn't happy - a lot of what emotion?,"James and Ruth getting a divorce, it was friendly, but it wasn't very happy, there was a lot of what emotion?","James and Ruth were divorced -- it was not happy, but it was amicable - and there was a lot of emotion?"
688772598f69066794067c48197a9ab2,John was punching and punching at the wall but succeeded only in bloodying his knuckles. This was bad.  He would be unable to hold his tools if he injured what?,hostility,anger,nose,fists,hands,E,"John was punching and punching at the wall, but he succeeded only in bloodying his knuckles - this was bad - he would be unable to hold his tools if he injured what?",John was punching and punching at the wall but succeeded only in bloodying his knuckles - this was bad: He would not be able to hold his tools if he injured what?,"John was punching and punching at the wall but succeeded only in bloodying his knuckles, which was bad: he would be unable to hold his tools if he injured what?","John was punching and punching at the wall but only succeeded in bloodying his fingers, which was bad: he would be unable to hold his tools if he injured what?",John was punching and punching the wall but succeeded only in bloodying his knuckles. This was bad because he would be unable to hold his tools if he injured what?,"John had punched and punched at the wall, but he only succeeded in blooding his knuckles; this was bad; he would be unable to hold his tools if he injured what?",It was horrible that John came to punch and punch into the wall but success worked only in blooding his knuckles; he would be incapable of holding his tools if he injured what?,"So they were still running, punching and punching at the wall, but only succeeded in bloodying his knuckles. That was bad - he would not hold any tools if he injured what?",John was punching at the wall but succeeded merely in bloodying his knuckles. If he injured what would have failed him to hold his tools?
2b9a30298dfbf14339583a4ab1813441,Where might someone live if they are only able to have a small dog?,dog show,manhattan apartment,tree,farm,neighbor's yard,B,Where would someone live if they are able to have only a small dog?,Where could someone live if they are only able to have a small dog?,Where could someone live if they are able to have only a small dog?,Where would someone live if they are only able to have a small dog?,Where could someone live if they are only able to have a small dog?,Where might live someone if they are able to have only a small dog?,Where would somebody live if he is only able to have one small dog?,Wo could possibly exist someone if they are only able to have a tiny dog?,Where might go someone if they are only able to have a small dog?
7b3457bc6f691429ff4fa17431845ac4,How do people exchange information to large groups at work?,newspaper,meeting,library,television,telegram,B,How do people exchange information at work to large groups?,How do people exchange information with large groups at work?,How do people exchange information at work with large groups?,How do people at work exchange information to large groups?,How do people exchange information with large groups at work?,How do people exchange information at work to large groups?,How do people exchange information at work with large groups?,How do people exchange information on workplace and to large groups?,How people make copies of important information at work for large groups?
0d588fae4b28e93a3e3ab43fe721dbcd,"When trying to clean clothes, what is something that you need?",get dirty,launder,sort,bleach,use water,E,"When you try to clean clothes, what is something that you need?",What is something you need when trying to clean clothes?,What is something that you need when trying to clean your clothes?,What is something that you need when trying to clean your clothes?,What is something that you need to clean your clothes when trying to clean them?,What is something that you need when you try to clean clothes?,"When you try to clean your clothes, what is it that you need?",What comes up when trying to clean clothes?,"When you are trying to make clothes look nicer, is there something that you need?"
807a3a2dabdd50ed0c76052fd2612632,What do people do sometimes when they find a good deal?,race cars,believe in god,fight each other,fear death,murder each other,C,What do people sometimes do when they find a good deal?,,,What do people sometimes do when they find a good deal?,What people sometimes do when they find a good deal?,What do people do when they find a good deal?,What do people do sometimes when they find a great deal?,What do people do sometimes when they found a good deal?,What often do people when they find a great deal?
f52b7f4694e5295871f94d031a58d4a8,"If a human breaks the law, where could they be placed?",school,church,love,jail,foster care,D,Where could they be placed if a human breaks the law?,Where could a human be placed if he breaks the law?,,Where could a human be placed if he breaks the law?,Where could they be placed if a human breaks the law?,Wo could they be placed if a human breaks the law?,Where may they be placed if a human breaks the law?,"If a human violates the law, then where could they be made?",Where can a human be placed if he breaks the law?
cd0aa919b03893a1065d721d2a29713e,"A woodworker is missing a screw, where should he look for it?",tool box,wall outlet fixture,on the ground,motorcycle,computer,A,,,,A woodworker is missing a screw. Where should he look?,A woodworker has a screw missing - where should he look for it?,,A woodworker looks for a screw failed; where he could look for it?,"A woodworker has missing a screw, where should he look for it?","A woodworker is missing a screw, where should he look?"
79274c2d6dfdb9175f1b821d2c486144,"He was climbing higher and higher, what was he scared of as he got higher?",exhaustion,accomplishment,eagles,exhilaration,falling down,E,"He was climbing higher and higher, what was he scared of when he got higher?","He was climbing higher and higher, what was he afraid of as he got higher?","He was climbing higher and higher, what was he afraid of when he got higher?",He was climbing higher and higher – what scared him as he got higher?,He was climbing higher and higher - what was he afraid of when he got higher?,He was climbing higher and higher; what was he afraid of as he rose higher?,He was going higher and higher; what was he scared of as he got higher?,"He was climbing higher and higher, what scared him as he became higher?","He was climbing high and higher, what he was afraid of getting higher?"
2c25cc629c5d288661a6dab02a983903,What is a place that could have hundreds of sporting goods store?,buy athletic equipment,city,espn,town,jerseys,B,What is a place that could have hundreds of sporting goods stores?,,,What is a place that could have hundreds of sporting goods stores?,What is a place that could have hundreds of sports goods stores?,What is a place that could have hundreds of sports stores?,What is a place that could house hundreds of sports goods store?,What is a place that could have hundreds of sports goods store?,What is a place that could have hundreds of sports goods stores?
e6537059dc8eb4ed2fa5569310ae0c02,"He needed to get ice to have a refreshing drink, the what was stuck on only hot mode?",refrigerator,cold weather,microwave,water cooler,mixed drinks,D,"He needed ice to have a refreshing drink, the what was stuck in only hot mode?","He needed to get ice to have a refreshing drink, what was stuck on only hot mode?","He needed to get ice to have a refreshing drink, what was stuck in hot mode only?","He needed ice to get a refreshing drink, what was stuck on only hot mode?","He needed ice to have a refreshing drink, the only mode stuck was hot?","He needed to get ice to have a refreshing drink, the what was stuck only hot mode?",He needed ice to have a refreshing drink and was stuck only on hot mode?,"He needed to make ice to have a refreshing drink, the was stuck only hot mode?",To take ice have a refreshing drink he needed something that was confined to simply hot mode?
b8e7befa21ee8c5fec4fc05b4f81e76d,"Snoopy thought Charlie wanted to play fetch, but Charlie was just treating his pet what for fleas?",house,cat,carpet,rug,dog,E,"Snoopy thought Charlie wanted to play fetch, but Charlie was treating his pet just for fleas?","Snoopy thought Charlie wanted to play fetch, but Charlie was just treating his pet for fleas?","Snoopy thought Charlie wanted to play fetch, but Charlie was treating his pet just what for fleas?","Snoopy thought Charlie wanted to play fetch, but Charlie was just treating his pet for fleas?",Snoopy thought Charlie wanted to play fetch but Charlie was treating his pet like fleas?,"Snoopy thought Charlie wanted to play fetch, but Charlie was treating his pet for fleas?",Snoopy thought Charlie wanted to play fetch but.... instead of treating his pet with fleas?,"Snoopy thought Charlie wanted to play fetch, but Charlie was treating his pet, what for fleas?","Snoopy thought Charlie wanted to play fetch, but Charlie was treating his pet for what fleas?"
5586c15d16f83b0e6e44e6ca8dfdf338,"Sam refered to Sean as a servant.  Joan was less polite, and used a different term. What term did she use?",in charge,freedom,rich person,free person,hired help,E,"Sam referred to Sean as a servant, Joan was less polite and used a different term. What term did she use?",,,"Sam referred to Sean as a servant, Joan was less polite and used a different term. What term did she use?",Sam spoke of Sean as servant; Joan was less polite and used a different term: what term did she use?,"Sam refered to Sean as servant, Joan was less polite and used a different term. What term did she use?","Sam refered to Sean as servant, Joan was less polite and used a different term: What term did she use?",Sam talked about Sean as a servant: Joan was less polite and used another term. Which word did she use?,Sam referred to Sean as servant: Joan was less polite & used a different word Which term used that name she used?
4248d6543aa30d237e7408efb8ef2994,Where would a specific place for a delicatessen be?,large city,michigan,shop,mall,hometown,B,Where would be a specific place for a delicatessen?,,,Where would be a specific place for a delicatessen?,What would be a specific place for a delicatessen?,Wo would be a specific place for a delicatessen?,Where would be a specific place for a delicatessen?,Wo would be a specific place for a delicatessen?,Where would be a place particular for a delicatessen?
6b5aeefdbab6486c57cb9d215f31b08b,What could cause a driving car to stop?,on time,pollution,death,sickness,run out of gas,E,,,,What might cause a driving car to stop?,,,What might cause a driver-occupied car to stop?,What could make a driving car to stop?,What would cause a driving vehicle to stop?
7813a61b44c4373d4510b94b5728befc,Where is a market likely to be enclosed?,field,village,rural area,city,mexico,D,Where is likely to be a market enclosed?,Where is likely a market to be enclosed?,Where is likely to be enclosed a market?,Where is likely to be enclosed a market?,Where is likely a market to be enclosed?,Where is likely to be a market?,Where are likely going to be public markets enclosed?,Is a market likely enclosed there?,Where is the likely containment of a market?
f0b289969ec4d5f1d15001aadcfc91cf,"It could have been a beautiful day, but what stopped the sun from shining?",cloudy,grotesque,evil,hideous,ugly,A,,,,"It could have been a beautiful day, but what had stopped the sun from shining?","It could have been a beautiful day, but what prevented the sun from shining?",,"It could have been a gorgeous day, but what had stopped the sun blazing?","It could have been a nice day, but what got the sun from shining?","It could have been a lovely day, but what stopped the sun from shining?"
7e3fda04b93c2b46d58b2dc504e26642,What areas does a cat tend to seek out?,the place i don't want it,relaxed position,soft place,barn,urban settlement,C,What areas tends a cat to seek out?,What areas tends to seek a cat out?,What areas tends to a cat to seek?,What areas do cats tend to seek out?,What areas do a cat tend to seek?,What areas do cat-likes tend to seek?,What areas tend a cat to find out?,What areas do a cat prefer to find out?,What areas do a cat tend to seek?
0e6278b4148a2465d627118431636ca8,If you take a call while away from work where are you likely to be?,attracting ducks,at work,voice mail,answering machine,office,E,Where are you likely to be if you take a call while away from work?,"When you take a call while away from work, where are you likely to be?",What are the chances that you will be taking a call while away from work?,Where are you likely to be if you take a call while away from work?,Wo are you likely to be if you take a call while away from work?,What are you likely to be if you take a call while away from work?,A call while away from work is likely to arrive somewhere else?,"Where are you likely to be, if you take a call while out of work?",Where are you likely to be if you take a call while away from the work?
1ab2755b12e03bf7264e40b4fe067687,The company didn't have any local stores.  How did they sell things?,ship goods,mail order,own resources,peddled,branch out,B,"The company did not have any local stores, how did they sell things?",,,The company had no local stores. How did they sell things?,The company did not have any local stores. How did they sell things?,The company did not have any local stores and how did they sell things?,"The company had no local stores, but how did they sell things?",The company did not have any local stores that sold of items?,"The company did not have any local stores, so how sold things?"
c3793418ece98ac248826248131a9b30,Where could you find a magazine that does not need to be paid for to read?,train station,kitchen,waiting room,bookstore,bed,C,Where could you find a magazine that does not need to be paid to read?,Where could you find a magazine that does not need to be paid to read it?,,Where could you find a magazine that does not require to be paid for to read?,Where could you find a magazine which does not need to be paid for to read?,Where could you find a magazine that does not need to be paid to read?,Where can you find a magazine where does not need to be paid for it to read?,Where could find you a magazine which does not require to be paid to read?,Where could you find a magazine on which pay does not need to be read?
1c1739da0fb8a2a8797e70612042a4b4,"Even if two people don't experience attraction when they meet, over time they can grow to do what?",love others,love else,flirt,love another,kiss,D,"Even if two people don't experience attraction when they meet, they can grow to do what over time?","Even if two people do not experience attraction when they meet, they can grow to do what over time?","Even if two people don't experience attraction when they meet, they can grow to what over time?","Even if two people don't experience attraction when they meet, they can grow up to what with time?","Even if two people don't experience attraction when they meet, they can grow to do what over time?","Even if two people do not experience attraction when they meet, they can grow what over time?","Even though two people do not meet attraction, with time they can grow what?","Even if two people never experience attraction when they meet, over time they can grow to what?","Even if two people don't experience attraction when they meet, over time they can improve to do what?"
c16c6cc8c75c09741d4076391299a967,"Excavation was beginning, step one was a good foundation at the what?",under ground,groundbreak,city,cemetary,construction site,E,"Excavation was beginning, step one was a good foundation at what?",,,"Excavation was beginning, step one was a good foundation at what?","Excavation was starting, step one was a good foundation at what?","Excavation was beginning, step one was a good foundation to what?","Excavation began, step one was a good foundation at what?","The Excavation began, step one was a good foundation of what?","Excavation was beginning, step 1 was a good foundation at what?"
6df6300d4a7ba64c33e18ae2b5436d45,"The child was spiteful of his parents, what did he do?",become adult,succeeded,grow up,ask questions,acting out,E,,,,The child was spiteful to his parents. What did he do?,What did he do with his parents when the child was spiteful?,,"To take the little bit he had with his parents was spiteful, what did he do?",What did he do?,"The child had was spiteful of his parents, what did he do?"
a7f2a0c4c55ecc07a6ce9438db2f37a0,"The machine only took quarters, and he only had enough for one load at the what?",laundromat,assembly line,street,white house,house,A,"The machine took only quarters, and he had only enough for one load at what?","The machine took only quarters, and he only had enough for one load at what?",The machine only took quarters and he had only enough for one load at what?,"The machine took quarters only, and he had only enough for one load at what?",The machine took only quarters and he had only enough to carry one load at what?,"The machine took only quarters, and he had only enough for one load at what?",The machine took quarters only and he had?,"The machine only took quarters, and he had just enough for one load at the what?",The machine took only quarters and he only had enough for one load at what?
3fa19a3566dae1537adf8daf78e53aea,If you're standing in front of people holding index cards what are you likely doing?,learning,oral report,office supply store,card catalogue,library,B,What are you likely doing if you are standing in front of people holding index cards?,What are you likely doing if you stand in front of people holding index cards?,What are you likely to do if you are standing in front of people holding index cards?,Which are you likely to do if you stand in front of people holding index cards?,What are you likely doing if you're holding index cards in front of people?,"If you are standing in front of people holding index cards, what are you likely doing?",What are you likely doing when standing in front of people holding index cards?,What are you doing if you are standing in front of people holding index cards?,What are you likely to do if you're standing in front of people holding the index cards?
60bc0c9d8e2bd752ae0a498f4fb9881d,Where can you get a brand new book shelf?,library,ocean,bedroom,bookends,furniture store,E,,,,Where can you buy a brand new book shelf?,Where can I get a brand new book shelf?,Wo can you get a brand new book shelf?,Where can you find a brand new book shelf?,Wo can you purchase a brand new book shelf?,Where can i get a brand new book shelf?
246fa25105a6893de75b0016a830a183,What performance is expected of a student in school sessions?,michigan,pass course,better grade,ask questions,study history,B,What is expected of a student in school sessions?,What is expected from a student in school sessions?,,What is expected of a student during school sessions?,What performance is expected in school sessions from a student?,What performance is expected of a student during school sessions?,What is expected in the school session of a student?,What performance should a student expect in school sessions?,What is expected of a student in the school session?
cb0bfeb33c70bc67b4e79077c7136665,"The archaeologist was seeing artifacts that made no sense, so what did he do?",angry,thinking,painful memories,consider the options,learning,B,"The archaeologist saw artifacts that made no sense, so what did he do?",,,"The archaeologist saw artifacts that made no sense, so what did he do?",The archaeologist was seeing artifacts that made no sense – what did he do?,The archaeologist saw artifacts that had no sense so what did he do?,Archaeologist saw artifacts that made no sense so what did he do?,"The archaeologist saw artifacts that made no sense, so what did he do?","The archaeologist saw artifacts that somehow made no sense, so what did he do?"
bf1116612abf1a5948e2e3ba94bff3ae,"She was playing violin with the hope of recording it someday, what did she want to do with her talent?",calluses,playing wrong note,audition,making music,read music,D,"She played violin with the hope of recording it someday, what did she want to do with her talent?",,,She was playing violin with the hope of recording it one day - what did she want to do with her talent?,"She played violin with the hope of recording it someday, what did she do with her talent?",She was playing the violin with the hope of recording it someday. What she wanted to do with her talent?,She was playing with the hope of collecting it someday. What did she want to do with her talent?,Her violin were doing out with the hope of recording that some day - was there anything she wants to do with her talent?,"She was playing violin with the hope of recording it a day, what did she want to do with her talent?"
f4ba553c6369fa66d35bfefc1502ba30,"While working he injured himself, his coworker said he should do what more?",accomplishment,complain,concentration,take a vacation,pay attention,E,"During his work he injured himself, his coworker said he should do what more?","While working he injured himself, his coworker said that he should do what more?",While he was working he injured himself; his coworker said he should do what more?,"While working, he injured himself, his coworker said that he should do what else?",When he was working he injured himself; his coworker said he should do what more?,While he was working he injured himself; his co-worker said he should do what more?,"While working he injured himself; his coworker said he should have gotten ""why?""","When he rubbed his own body while working, his coworker said he should do what more?","After he injured himself while he was doing business, his colleague said that he should do what more?"
1837216ac7745121b82a6491b2318c09,Where do people gather to see large men in pads play a game where they run and smash in to each other?,surface of earth,car show,football stadium,gym,opera,C,Where do people gather to see large men in pads playing a game where they run and smash each other?,Where do people gather to see large men in pads playing a game where they run and smash into each other?,Where do people gather to see large men in pads playing a game where they run and smash each other in?,Where people gather to see large men play a game in pads where they run and smash into each other?,Where do people gather to see large men playing a game in pads where they run and smacked into each other?,Where do people gather to see large men in pads playing a game where they run and smash into each other?,Where do people gather to see large men playing in pads playing a game where they ran and clashed?,Where do people gather to watch big men in pads playing a game where they run and smash each other into that?,What comes to mind when people gather to see big men playing a game in pads that they run out and get hit in the coffin from each other?
686a7bcc9ea399dd5223aca2b03aa60a,"The forward comes before an essay, what comes at the end of it?",last word,afterword,epilogue,conclusion,page numbers,D,,,,The forward comes before an essay - what happens at the end of it?,"The forward comes before an essay, what comes to the end of it?",The forward comes before an essay - what happens at the end?,"The forward comes before an essay, the thing that happens at the end of it?",The future comes before an essay. What occurs at the end?,The forward comes before the essay? What comes at the end of it?
54b2d9a2d356f565d54ff6511742bd68,"Though the first cup of hot brew was costly you got a free refill, customers really liked the little what?",restaurant,seven eleven store,coffee shop,cup,bar,C,"Although the first cup of hot brew was expensive, you got a free refill, customers really liked the little what?","Though the first cup of hot brew was expensive, you got a free refill, customers really liked the little what?","Though the first cup of hot brew was expensive you got a free refill, customers really liked what?","Though the first cup of hot brew was costly, you got a free refill, customers really liked what?","Though the first cup of hot brew was costly you got a free refill of the bottle, customers really liked the little what?","Although the first cup of hot brew was expensive you got a free refill, customers really liked the little what?",Though the first cup of hot brewed was expensive you got a free refill just like customer really liked the little this?,"Though the first warm pitcher was costly, you got a free refill... Customer liked the little coffee, what?","Though the first cup of hot brew was expensive, you got a free refill, customers really liked what?"
87875fa247fde6bcb753adb2b88539c5,If you follow a road toward a river what feature are you driving through?,north america,valley,town,road,bridge,B,What feature are you driving through if you follow a road towards a river?,What is the feature that you are driving through if you follow a road toward a river?,What feature are you driving through if you follow a road toward a river?,If you follow a road toward a river what is the structure you are driving through?,What feature do you drive through if you follow a road towards a river?,What feature are you driving through if you follow a road towards a river?,What feature are you driving through in a road toward a river?,What if you follow a road toward a river?,"When you follow a road towards a river, what is the unit which you pass through?"
