model,id,paraphrase_level,variants_correct,variants_total,para_majority_correct,gold_answer,orig_pred,orig_correct,taxonomy
llama2_7b,88f207fa5f78de8373591084eb49947a,medium,0,3,False,A,A,True,Brittle Failure
llama2_7b,88f207fa5f78de8373591084eb49947a,strong,1,3,False,A,A,True,Brittle Failure
llama2_7b,88fa6616fc6ee96c4d5fdcfe3dba6d85,light,0,2,False,A,E,False,Stable Wrong
llama2_7b,88fa6616fc6ee96c4d5fdcfe3dba6d85,medium,0,3,False,A,E,False,Stable Wrong
llama2_7b,88fa6616fc6ee96c4d5fdcfe3dba6d85,strong,0,3,False,A,E,False,Stable Wrong
llama2_7b,8918f4400e3bb953994fcf1014e6ea73,light,0,1,False,B,,False,Stable Wrong
llama2_7b,8918f4400e3bb953994fcf1014e6ea73,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,8918f4400e3bb953994fcf1014e6ea73,strong,1,3,False,B,,False,Stable Wrong
llama2_7b,898bebf3e5d85f5fb36aa1ff20e89f64,light,0,2,False,C,E,False,Stable Wrong
llama2_7b,898bebf3e5d85f5fb36aa1ff20e89f64,medium,0,3,False,C,E,False,Stable Wrong
llama2_7b,898bebf3e5d85f5fb36aa1ff20e89f64,strong,0,3,False,C,E,False,Stable Wrong
llama2_7b,89a0157cecaf1617b54cec139d4062d3,light,0,3,False,C,,False,Stable Wrong
llama2_7b,89a0157cecaf1617b54cec139d4062d3,medium,0,3,False,C,,False,Stable Wrong
llama2_7b,89a0157cecaf1617b54cec139d4062d3,strong,0,3,False,C,,False,Stable Wrong
llama2_7b,89a3971e3786a598da3057043f787083,medium,0,3,False,D,,False,Stable Wrong
llama2_7b,89a3971e3786a598da3057043f787083,strong,0,3,False,D,,False,Stable Wrong
llama2_7b,89ad2069da139d7f2a630651a5a53b41,light,0,1,False,A,,False,Stable Wrong
llama2_7b,89ad2069da139d7f2a630651a5a53b41,medium,1,3,False,A,,False,Stable Wrong
llama2_7b,89ad2069da139d7f2a630651a5a53b41,strong,0,3,False,A,,False,Stable Wrong
llama2_7b,89dcfb0adda2afd29dffea96f0a97ec9,light,0,3,False,D,E,False,Stable Wrong
llama2_7b,89dcfb0adda2afd29dffea96f0a97ec9,medium,0,3,False,D,E,False,Stable Wrong
llama2_7b,89dcfb0adda2afd29dffea96f0a97ec9,strong,0,3,False,D,E,False,Stable Wrong
llama2_7b,8a1f216c1456e579a2487d64bf84214d,light,0,3,False,D,,False,Stable Wrong
llama2_7b,8a1f216c1456e579a2487d64bf84214d,medium,0,3,False,D,,False,Stable Wrong
llama2_7b,8a1f216c1456e579a2487d64bf84214d,strong,0,3,False,D,,False,Stable Wrong
llama2_7b,8a3c1d4eb1a011e3ec8922a9c32d71f8,light,0,1,False,B,A,False,Stable Wrong
llama2_7b,8a3c1d4eb1a011e3ec8922a9c32d71f8,medium,0,3,False,B,A,False,Stable Wrong
llama2_7b,8a3c1d4eb1a011e3ec8922a9c32d71f8,strong,0,3,False,B,A,False,Stable Wrong
llama2_7b,8a4bec2542f65642a75da560fcc44992,light,0,3,False,D,,False,Stable Wrong
llama2_7b,8a4bec2542f65642a75da560fcc44992,medium,0,3,False,D,,False,Stable Wrong
llama2_7b,8a4bec2542f65642a75da560fcc44992,strong,0,3,False,D,,False,Stable Wrong
llama2_7b,8a6c66523adf3436972b0c1bdea304b8,light,0,3,False,B,,False,Stable Wrong
llama2_7b,8a6c66523adf3436972b0c1bdea304b8,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,8a6c66523adf3436972b0c1bdea304b8,strong,0,3,False,B,,False,Stable Wrong
llama2_7b,8a79547f4ce8214d761be14b572e4e75,light,0,3,False,A,,False,Stable Wrong
llama2_7b,8a79547f4ce8214d761be14b572e4e75,medium,0,3,False,A,,False,Stable Wrong
llama2_7b,8a79547f4ce8214d761be14b572e4e75,strong,0,3,False,A,,False,Stable Wrong
llama2_7b,8a81ba199675e6e2356eeb595258008d,light,0,3,False,A,,False,Stable Wrong
llama2_7b,8a81ba199675e6e2356eeb595258008d,medium,0,3,False,A,,False,Stable Wrong
llama2_7b,8a81ba199675e6e2356eeb595258008d,strong,0,3,False,A,,False,Stable Wrong
llama2_7b,8a96a02244ecb02900fd21aedeed88e4,light,3,3,True,A,A,True,Stable Correct
llama2_7b,8a96a02244ecb02900fd21aedeed88e4,medium,3,3,True,A,A,True,Stable Correct
llama2_7b,8a96a02244ecb02900fd21aedeed88e4,strong,3,3,True,A,A,True,Stable Correct
llama2_7b,8a99a52b1d2e274256f007ed8c000726,light,0,3,False,B,E,False,Stable Wrong
llama2_7b,8a99a52b1d2e274256f007ed8c000726,medium,0,3,False,B,E,False,Stable Wrong
llama2_7b,8a99a52b1d2e274256f007ed8c000726,strong,0,3,False,B,E,False,Stable Wrong
llama2_7b,8ad4670ea7c6929ede12325f22384e21,light,3,3,True,E,E,True,Stable Correct
llama2_7b,8ad4670ea7c6929ede12325f22384e21,medium,3,3,True,E,E,True,Stable Correct
llama2_7b,8ad4670ea7c6929ede12325f22384e21,strong,3,3,True,E,E,True,Stable Correct
llama2_7b,8adc90ed047cb821793c84567a14d2e2,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,8adc90ed047cb821793c84567a14d2e2,strong,0,3,False,B,,False,Stable Wrong
llama2_7b,8aef49cac285a9373b64b6e1d6bf7595,strong,0,3,False,A,E,False,Stable Wrong
llama2_7b,8afcb4165f5ea3e5746a7aff9c1f072e,medium,0,3,False,D,,False,Stable Wrong
llama2_7b,8afcb4165f5ea3e5746a7aff9c1f072e,strong,0,3,False,D,,False,Stable Wrong
llama2_7b,8afce8b6e24612d21c1537004c9f1295,light,0,3,False,B,,False,Stable Wrong
llama2_7b,8afce8b6e24612d21c1537004c9f1295,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,8afce8b6e24612d21c1537004c9f1295,strong,0,3,False,B,,False,Stable Wrong
llama2_7b,8afe2512b2dce81c87d4f8c4b77d5523,light,0,3,False,A,,False,Stable Wrong
llama2_7b,8afe2512b2dce81c87d4f8c4b77d5523,medium,0,3,False,A,,False,Stable Wrong
llama2_7b,8afe2512b2dce81c87d4f8c4b77d5523,strong,0,3,False,A,,False,Stable Wrong
llama2_7b,8b2c6bff33e47f9cf23b88853314d781,light,0,3,False,E,B,False,Stable Wrong
llama2_7b,8b2c6bff33e47f9cf23b88853314d781,medium,0,3,False,E,B,False,Stable Wrong
llama2_7b,8b2c6bff33e47f9cf23b88853314d781,strong,0,3,False,E,B,False,Stable Wrong
llama2_7b,8baeb0949e124793d3f5c4ff4456e32a,light,0,3,False,B,D,False,Stable Wrong
llama2_7b,8baeb0949e124793d3f5c4ff4456e32a,medium,1,3,False,B,D,False,Stable Wrong
llama2_7b,8baeb0949e124793d3f5c4ff4456e32a,strong,0,3,False,B,D,False,Stable Wrong
llama2_7b,8bb4b6ace304aa9b812bd557423b4063,light,3,3,True,B,B,True,Stable Correct
llama2_7b,8bb4b6ace304aa9b812bd557423b4063,medium,3,3,True,B,B,True,Stable Correct
llama2_7b,8bb4b6ace304aa9b812bd557423b4063,strong,3,3,True,B,B,True,Stable Correct
llama2_7b,8bb51c131de25e1d940c1849799c7a8d,medium,0,3,False,B,A,False,Stable Wrong
llama2_7b,8bb51c131de25e1d940c1849799c7a8d,strong,0,3,False,B,A,False,Stable Wrong
llama2_7b,8be8fb9c927d4338c20a8289eb4d151f,light,2,2,True,E,E,True,Stable Correct
llama2_7b,8be8fb9c927d4338c20a8289eb4d151f,medium,3,3,True,E,E,True,Stable Correct
llama2_7b,8be8fb9c927d4338c20a8289eb4d151f,strong,3,3,True,E,E,True,Stable Correct
llama2_7b,8c2c06de381e94dcf7d6fc28c6161280,light,0,3,False,D,,False,Stable Wrong
llama2_7b,8c2c06de381e94dcf7d6fc28c6161280,medium,0,3,False,D,,False,Stable Wrong
llama2_7b,8c2c06de381e94dcf7d6fc28c6161280,strong,0,3,False,D,,False,Stable Wrong
llama2_7b,8c80c23ca539a53b2e520f42cd247918,light,2,3,True,C,,False,Unstable but Recoverable
llama2_7b,8c80c23ca539a53b2e520f42cd247918,medium,3,3,True,C,,False,Unstable but Recoverable
llama2_7b,8c80c23ca539a53b2e520f42cd247918,strong,0,3,False,C,,False,Stable Wrong
llama2_7b,8c85953d46accf054d2c03b8960cdedc,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,8c85953d46accf054d2c03b8960cdedc,strong,0,3,False,B,,False,Stable Wrong
llama2_7b,8ccc63cf7f69480e37741506e9b86dce,light,0,3,False,C,C,True,Brittle Failure
llama2_7b,8ccc63cf7f69480e37741506e9b86dce,medium,0,3,False,C,C,True,Brittle Failure
llama2_7b,8ccc63cf7f69480e37741506e9b86dce,strong,1,3,False,C,C,True,Brittle Failure
llama2_7b,8d08982d2e3325e03cebcd94dcf4cb7d,light,0,3,False,B,,False,Stable Wrong
llama2_7b,8d08982d2e3325e03cebcd94dcf4cb7d,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,8d08982d2e3325e03cebcd94dcf4cb7d,strong,0,3,False,B,,False,Stable Wrong
llama2_7b,8d10f3dc9751a805a2167f84f486ade6,light,0,1,False,B,,False,Stable Wrong
llama2_7b,8d10f3dc9751a805a2167f84f486ade6,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,8d10f3dc9751a805a2167f84f486ade6,strong,0,3,False,B,,False,Stable Wrong
llama2_7b,8d15e206e9e84da564c21bace8c7c656,light,0,2,False,B,,False,Stable Wrong
llama2_7b,8d15e206e9e84da564c21bace8c7c656,medium,2,3,True,B,,False,Unstable but Recoverable
llama2_7b,8d15e206e9e84da564c21bace8c7c656,strong,2,3,True,B,,False,Unstable but Recoverable
llama2_7b,8d3da50646943eb5d118b072555de5bc,medium,0,3,False,B,E,False,Stable Wrong
llama2_7b,8d3da50646943eb5d118b072555de5bc,strong,0,3,False,B,E,False,Stable Wrong
llama2_7b,8d8b22b54a97fa35984d512d36e2b94f,medium,1,1,True,E,E,True,Stable Correct
llama2_7b,8d8b22b54a97fa35984d512d36e2b94f,strong,3,3,True,E,E,True,Stable Correct
llama2_7b,8d8f7307cc607de68ab89e916837754b,light,0,3,False,A,,False,Stable Wrong
llama2_7b,8d8f7307cc607de68ab89e916837754b,medium,0,3,False,A,,False,Stable Wrong
llama2_7b,8d8f7307cc607de68ab89e916837754b,strong,0,3,False,A,,False,Stable Wrong
llama2_7b,8de51cc1ae7bdf8c6e4cbccf1675861b,light,0,3,False,B,E,False,Stable Wrong
llama2_7b,8de51cc1ae7bdf8c6e4cbccf1675861b,medium,0,3,False,B,E,False,Stable Wrong
llama2_7b,8de51cc1ae7bdf8c6e4cbccf1675861b,strong,0,3,False,B,E,False,Stable Wrong
llama2_7b,8e111d616150d5fa1a240767c10ced9a,light,2,2,True,E,E,True,Stable Correct
llama2_7b,8e111d616150d5fa1a240767c10ced9a,medium,3,3,True,E,E,True,Stable Correct
llama2_7b,8e111d616150d5fa1a240767c10ced9a,strong,3,3,True,E,E,True,Stable Correct
llama2_7b,8e3b233ba997362a6dd10cdeca22d285,light,3,3,True,B,B,True,Stable Correct
llama2_7b,8e3b233ba997362a6dd10cdeca22d285,medium,3,3,True,B,B,True,Stable Correct
llama2_7b,8e3b233ba997362a6dd10cdeca22d285,strong,3,3,True,B,B,True,Stable Correct
llama2_7b,8e62f2463957e9afe3273924febe5d14,light,0,3,False,B,,False,Stable Wrong
llama2_7b,8e62f2463957e9afe3273924febe5d14,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,8e62f2463957e9afe3273924febe5d14,strong,0,3,False,B,,False,Stable Wrong
llama2_7b,8ec4a5cfff8a696d3c6818b31e541d87,medium,0,2,False,D,,False,Stable Wrong
llama2_7b,8ec4a5cfff8a696d3c6818b31e541d87,strong,0,3,False,D,,False,Stable Wrong
llama2_7b,8f04e954c9fad4c464ef1373739f690e,medium,0,3,False,D,A,False,Stable Wrong
llama2_7b,8f04e954c9fad4c464ef1373739f690e,strong,0,3,False,D,A,False,Stable Wrong
llama2_7b,8f55c6c3cb5c891a192d9bf5d5688a50,light,0,3,False,B,A,False,Stable Wrong
llama2_7b,8f55c6c3cb5c891a192d9bf5d5688a50,medium,0,3,False,B,A,False,Stable Wrong
llama2_7b,8f55c6c3cb5c891a192d9bf5d5688a50,strong,0,3,False,B,A,False,Stable Wrong
llama2_7b,8f94e2afc2456142d50a8e76bb4f2ba7,light,0,3,False,A,C,False,Stable Wrong
llama2_7b,8f94e2afc2456142d50a8e76bb4f2ba7,medium,0,3,False,A,C,False,Stable Wrong
llama2_7b,8f94e2afc2456142d50a8e76bb4f2ba7,strong,0,3,False,A,C,False,Stable Wrong
llama2_7b,8fb1b368f7f5f2a3c83ca8196adc4ee6,light,0,3,False,C,,False,Stable Wrong
llama2_7b,8fb1b368f7f5f2a3c83ca8196adc4ee6,medium,0,3,False,C,,False,Stable Wrong
llama2_7b,8fb1b368f7f5f2a3c83ca8196adc4ee6,strong,0,3,False,C,,False,Stable Wrong
llama2_7b,8ffc0c2f1bffee63c9ad9a631b9dff5a,light,3,3,True,A,A,True,Stable Correct
llama2_7b,8ffc0c2f1bffee63c9ad9a631b9dff5a,medium,3,3,True,A,A,True,Stable Correct
llama2_7b,8ffc0c2f1bffee63c9ad9a631b9dff5a,strong,3,3,True,A,A,True,Stable Correct
llama2_7b,900384fdb1af341cc9e92bb2317aa9f4,light,0,3,False,A,E,False,Stable Wrong
llama2_7b,900384fdb1af341cc9e92bb2317aa9f4,medium,0,3,False,A,E,False,Stable Wrong
llama2_7b,900384fdb1af341cc9e92bb2317aa9f4,strong,0,3,False,A,E,False,Stable Wrong
llama2_7b,90046d17ceab6714b1259e720e9201ff,light,0,3,False,A,,False,Stable Wrong
llama2_7b,90046d17ceab6714b1259e720e9201ff,medium,0,3,False,A,,False,Stable Wrong
llama2_7b,90046d17ceab6714b1259e720e9201ff,strong,0,3,False,A,,False,Stable Wrong
llama2_7b,901dc43313a51b67a0bdff75b4415a49,light,3,3,True,E,E,True,Stable Correct
llama2_7b,901dc43313a51b67a0bdff75b4415a49,medium,3,3,True,E,E,True,Stable Correct
llama2_7b,901dc43313a51b67a0bdff75b4415a49,strong,3,3,True,E,E,True,Stable Correct
llama2_7b,903d16902701396f2e0a258df701f299,light,3,3,True,E,E,True,Stable Correct
llama2_7b,903d16902701396f2e0a258df701f299,medium,3,3,True,E,E,True,Stable Correct
llama2_7b,903d16902701396f2e0a258df701f299,strong,3,3,True,E,E,True,Stable Correct
llama2_7b,90a5b133ac500abc9244d3b05ab0db64,light,0,1,False,B,,False,Stable Wrong
llama2_7b,90a5b133ac500abc9244d3b05ab0db64,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,90a5b133ac500abc9244d3b05ab0db64,strong,0,3,False,B,,False,Stable Wrong
llama2_7b,90b25759ab376d46d7a3af64af8c5397,light,0,1,False,D,,False,Stable Wrong
llama2_7b,90b25759ab376d46d7a3af64af8c5397,medium,0,3,False,D,,False,Stable Wrong
llama2_7b,90b25759ab376d46d7a3af64af8c5397,strong,0,3,False,D,,False,Stable Wrong
llama2_7b,9119b937b0d981b079886502bb8de7e9,light,2,2,True,A,A,True,Stable Correct
llama2_7b,9119b937b0d981b079886502bb8de7e9,medium,3,3,True,A,A,True,Stable Correct
llama2_7b,9119b937b0d981b079886502bb8de7e9,strong,3,3,True,A,A,True,Stable Correct
llama2_7b,912c75debec8456c12add79604df1cdc,light,0,2,False,E,,False,Stable Wrong
llama2_7b,912c75debec8456c12add79604df1cdc,medium,0,3,False,E,,False,Stable Wrong
llama2_7b,912c75debec8456c12add79604df1cdc,strong,1,3,False,E,,False,Stable Wrong
llama2_7b,91520a45738f12c84f30bae3f294d903,light,0,3,False,C,E,False,Stable Wrong
llama2_7b,91520a45738f12c84f30bae3f294d903,medium,0,3,False,C,E,False,Stable Wrong
llama2_7b,91520a45738f12c84f30bae3f294d903,strong,0,3,False,C,E,False,Stable Wrong
llama2_7b,9161571d68412336178789272c24de36,light,0,3,False,D,B,False,Stable Wrong
llama2_7b,9161571d68412336178789272c24de36,medium,0,3,False,D,B,False,Stable Wrong
llama2_7b,9161571d68412336178789272c24de36,strong,0,3,False,D,B,False,Stable Wrong
llama2_7b,91b03d518a48cfb672c0792439269ef2,light,3,3,True,A,A,True,Stable Correct
llama2_7b,91b03d518a48cfb672c0792439269ef2,medium,2,3,True,A,A,True,Stable Correct
llama2_7b,91b03d518a48cfb672c0792439269ef2,strong,2,3,True,A,A,True,Stable Correct
llama2_7b,91b2a4649122feaa9e9ea3a8eba0150b,light,0,2,False,D,,False,Stable Wrong
llama2_7b,91b2a4649122feaa9e9ea3a8eba0150b,medium,0,3,False,D,,False,Stable Wrong
llama2_7b,91b2a4649122feaa9e9ea3a8eba0150b,strong,0,3,False,D,,False,Stable Wrong
llama2_7b,91f17d513db1d9c9c50889524cca109a,light,0,1,False,D,E,False,Stable Wrong
llama2_7b,91f17d513db1d9c9c50889524cca109a,medium,0,3,False,D,E,False,Stable Wrong
llama2_7b,91f17d513db1d9c9c50889524cca109a,strong,0,3,False,D,E,False,Stable Wrong
llama2_7b,91fb266c29d5b9dbb0288adc98a629c1,light,0,3,False,A,E,False,Stable Wrong
llama2_7b,91fb266c29d5b9dbb0288adc98a629c1,medium,0,3,False,A,E,False,Stable Wrong
llama2_7b,91fb266c29d5b9dbb0288adc98a629c1,strong,0,3,False,A,E,False,Stable Wrong
llama2_7b,92016ba74bdbd9b2f40a66da3195368f,light,0,3,False,B,,False,Stable Wrong
llama2_7b,92016ba74bdbd9b2f40a66da3195368f,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,92016ba74bdbd9b2f40a66da3195368f,strong,0,3,False,B,,False,Stable Wrong
llama2_7b,92a489d5095fbd1be4acdd1e504f735d,light,1,1,True,E,E,True,Stable Correct
llama2_7b,92a489d5095fbd1be4acdd1e504f735d,medium,3,3,True,E,E,True,Stable Correct
llama2_7b,92a489d5095fbd1be4acdd1e504f735d,strong,3,3,True,E,E,True,Stable Correct
llama2_7b,92c99e902dd053578331c1c09e9ff067,light,0,3,False,C,,False,Stable Wrong
llama2_7b,92c99e902dd053578331c1c09e9ff067,medium,0,3,False,C,,False,Stable Wrong
llama2_7b,92c99e902dd053578331c1c09e9ff067,strong,0,3,False,C,,False,Stable Wrong
llama2_7b,92d610398e767c8db8d38b1df84f82b4,medium,1,2,False,A,B,False,Stable Wrong
llama2_7b,92d610398e767c8db8d38b1df84f82b4,strong,1,3,False,A,B,False,Stable Wrong
llama2_7b,92e09bf4db63e4fdc3e8714b31e084ac,light,0,1,False,D,,False,Stable Wrong
llama2_7b,92e09bf4db63e4fdc3e8714b31e084ac,medium,0,3,False,D,,False,Stable Wrong
llama2_7b,92e09bf4db63e4fdc3e8714b31e084ac,strong,0,3,False,D,,False,Stable Wrong
llama2_7b,92eced810d25b9f61b709ec3ded81094,light,0,1,False,B,A,False,Stable Wrong
llama2_7b,92eced810d25b9f61b709ec3ded81094,medium,0,3,False,B,A,False,Stable Wrong
llama2_7b,92eced810d25b9f61b709ec3ded81094,strong,0,3,False,B,A,False,Stable Wrong
llama2_7b,932b16a04fda78d31399af77513082c9,light,0,3,False,D,,False,Stable Wrong
llama2_7b,932b16a04fda78d31399af77513082c9,medium,0,3,False,D,,False,Stable Wrong
llama2_7b,932b16a04fda78d31399af77513082c9,strong,0,3,False,D,,False,Stable Wrong
llama2_7b,93353c8c4e81e185beae620c87b318d5,light,0,3,False,E,,False,Stable Wrong
llama2_7b,93353c8c4e81e185beae620c87b318d5,medium,0,3,False,E,,False,Stable Wrong
llama2_7b,93353c8c4e81e185beae620c87b318d5,strong,0,3,False,E,,False,Stable Wrong
llama2_7b,9346a2dd38cdd1346b25884c18d3d4c6,light,1,1,True,A,A,True,Stable Correct
llama2_7b,9346a2dd38cdd1346b25884c18d3d4c6,medium,3,3,True,A,A,True,Stable Correct
llama2_7b,9346a2dd38cdd1346b25884c18d3d4c6,strong,3,3,True,A,A,True,Stable Correct
llama2_7b,9373d80d57009a311c238eada5aa41f1,light,0,2,False,C,E,False,Stable Wrong
llama2_7b,9373d80d57009a311c238eada5aa41f1,medium,0,3,False,C,E,False,Stable Wrong
llama2_7b,9373d80d57009a311c238eada5aa41f1,strong,0,3,False,C,E,False,Stable Wrong
llama2_7b,937edf51dbd06499f8cbfc65566116d9,light,0,1,False,D,,False,Stable Wrong
llama2_7b,937edf51dbd06499f8cbfc65566116d9,medium,0,3,False,D,,False,Stable Wrong
llama2_7b,937edf51dbd06499f8cbfc65566116d9,strong,0,3,False,D,,False,Stable Wrong
llama2_7b,93c9feb86e29dedb08d2e0346e167edc,light,1,1,True,C,C,True,Stable Correct
llama2_7b,93c9feb86e29dedb08d2e0346e167edc,medium,3,3,True,C,C,True,Stable Correct
llama2_7b,93c9feb86e29dedb08d2e0346e167edc,strong,1,3,False,C,C,True,Brittle Failure
llama2_7b,940152990c9d4ecdb0eece4be31903e7,medium,1,2,False,E,E,True,Brittle Failure
llama2_7b,940152990c9d4ecdb0eece4be31903e7,strong,0,3,False,E,E,True,Brittle Failure
llama2_7b,9405d89ee018b8314bedfe12703bd2c8,light,0,3,False,E,A,False,Stable Wrong
llama2_7b,9405d89ee018b8314bedfe12703bd2c8,medium,0,3,False,E,A,False,Stable Wrong
llama2_7b,9405d89ee018b8314bedfe12703bd2c8,strong,0,3,False,E,A,False,Stable Wrong
llama2_7b,943b7c18980968b87929671e06867fca,light,0,1,False,C,,False,Stable Wrong
llama2_7b,943b7c18980968b87929671e06867fca,medium,0,3,False,C,,False,Stable Wrong
llama2_7b,943b7c18980968b87929671e06867fca,strong,0,3,False,C,,False,Stable Wrong
llama2_7b,94430ff80efa2812c4f9e99fc8d8ae2b,light,1,3,False,B,,False,Stable Wrong
llama2_7b,94430ff80efa2812c4f9e99fc8d8ae2b,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,94430ff80efa2812c4f9e99fc8d8ae2b,strong,1,3,False,B,,False,Stable Wrong
llama2_7b,94490fe2138e053a8339dcb49582afc1,light,2,2,True,C,,False,Unstable but Recoverable
llama2_7b,94490fe2138e053a8339dcb49582afc1,medium,1,3,False,C,,False,Stable Wrong
llama2_7b,94490fe2138e053a8339dcb49582afc1,strong,1,3,False,C,,False,Stable Wrong
llama2_7b,9450107f89c56637f2c84adf52a80c4b,light,3,3,True,E,E,True,Stable Correct
llama2_7b,9450107f89c56637f2c84adf52a80c4b,medium,3,3,True,E,E,True,Stable Correct
llama2_7b,9450107f89c56637f2c84adf52a80c4b,strong,3,3,True,E,E,True,Stable Correct
llama2_7b,946ba9d7088272f0a81647ac1c347d03,light,1,3,False,C,,False,Stable Wrong
llama2_7b,946ba9d7088272f0a81647ac1c347d03,medium,0,3,False,C,,False,Stable Wrong
llama2_7b,946ba9d7088272f0a81647ac1c347d03,strong,0,3,False,C,,False,Stable Wrong
llama2_7b,948bf7bf86974d27535c3c1b2105fac6,light,1,3,False,E,,False,Stable Wrong
llama2_7b,948bf7bf86974d27535c3c1b2105fac6,medium,2,3,True,E,,False,Unstable but Recoverable
llama2_7b,948bf7bf86974d27535c3c1b2105fac6,strong,3,3,True,E,,False,Unstable but Recoverable
llama2_7b,94a1e093e71f9f77ce429d95f76fcbf0,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,94a1e093e71f9f77ce429d95f76fcbf0,strong,0,3,False,B,,False,Stable Wrong
llama2_7b,94af82191eea67142d673b1726e90731,light,0,1,False,E,,False,Stable Wrong
llama2_7b,94af82191eea67142d673b1726e90731,medium,0,3,False,E,,False,Stable Wrong
llama2_7b,94af82191eea67142d673b1726e90731,strong,0,3,False,E,,False,Stable Wrong
llama2_7b,94b0cf32b9033f07d2e5bcf5d857a5e5,light,0,2,False,A,,False,Stable Wrong
llama2_7b,94b0cf32b9033f07d2e5bcf5d857a5e5,medium,0,3,False,A,,False,Stable Wrong
llama2_7b,94b0cf32b9033f07d2e5bcf5d857a5e5,strong,0,3,False,A,,False,Stable Wrong
llama2_7b,94c1474c2438654559d45149a9bec8eb,medium,1,1,True,E,E,True,Stable Correct
llama2_7b,94c1474c2438654559d45149a9bec8eb,strong,3,3,True,E,E,True,Stable Correct
llama2_7b,94d64b7bdf755b8d38f8885abe8f1479,light,3,3,True,A,A,True,Stable Correct
llama2_7b,94d64b7bdf755b8d38f8885abe8f1479,medium,3,3,True,A,A,True,Stable Correct
llama2_7b,94d64b7bdf755b8d38f8885abe8f1479,strong,2,3,True,A,A,True,Stable Correct
llama2_7b,94d94cbd7a0832bee1f52dad24d53da3,light,2,2,True,E,E,True,Stable Correct
llama2_7b,94d94cbd7a0832bee1f52dad24d53da3,medium,3,3,True,E,E,True,Stable Correct
llama2_7b,94d94cbd7a0832bee1f52dad24d53da3,strong,3,3,True,E,E,True,Stable Correct
llama2_7b,94dc6210f40f223e9c64898ad9393d3e,light,0,2,False,C,,False,Stable Wrong
llama2_7b,94dc6210f40f223e9c64898ad9393d3e,medium,0,3,False,C,,False,Stable Wrong
llama2_7b,94dc6210f40f223e9c64898ad9393d3e,strong,0,3,False,C,,False,Stable Wrong
llama2_7b,94e1b1a028f1d3989bf67b76710bb80f,light,0,1,False,C,B,False,Stable Wrong
llama2_7b,94e1b1a028f1d3989bf67b76710bb80f,medium,0,2,False,C,B,False,Stable Wrong
llama2_7b,94e1b1a028f1d3989bf67b76710bb80f,strong,0,3,False,C,B,False,Stable Wrong
llama2_7b,94f512fe19c53c6d6a5d2199991f03d4,light,2,2,True,A,A,True,Stable Correct
llama2_7b,94f512fe19c53c6d6a5d2199991f03d4,medium,1,3,False,A,A,True,Brittle Failure
llama2_7b,94f512fe19c53c6d6a5d2199991f03d4,strong,3,3,True,A,A,True,Stable Correct
llama2_7b,95067280c768afc3bf404f4f540f9789,light,3,3,True,A,A,True,Stable Correct
llama2_7b,95067280c768afc3bf404f4f540f9789,medium,3,3,True,A,A,True,Stable Correct
llama2_7b,95067280c768afc3bf404f4f540f9789,strong,3,3,True,A,A,True,Stable Correct
llama2_7b,9511397f25872d19544c13809b6ff077,light,1,3,False,B,,False,Stable Wrong
llama2_7b,9511397f25872d19544c13809b6ff077,medium,0,3,False,B,,False,Stable Wrong
llama2_7b,9511397f25872d19544c13809b6ff077,strong,0,3,False,B,,False,Stable Wrong
llama2_7b,9527d2260447025abb4c16c01a94362e,light,0,3,False,A,,False,Stable Wrong
llama2_7b,9527d2260447025abb4c16c01a94362e,medium,0,3,False,A,,False,Stable Wrong
llama2_7b,9527d2260447025abb4c16c01a94362e,strong,0,3,False,A,,False,Stable Wrong
llama2_7b,9538517cff581515ff455f761f90e3f4,light,0,3,False,E,A,False,Stable Wrong
llama2_7b,9538517cff581515ff455f761f90e3f4,medium,0,3,False,E,A,False,Stable Wrong
llama2_7b,9538517cff581515ff455f761f90e3f4,strong,0,3,False,E,A,False,Stable Wrong
llama2_7b,9592a675ad7868daf692511952702eb8,light,0,3,False,D,C,False,Stable Wrong
llama2_7b,9592a675ad7868daf692511952702eb8,medium,0,3,False,D,C,False,Stable Wrong
llama2_7b,9592a675ad7868daf692511952702eb8,strong,0,3,False,D,C,False,Stable Wrong
llama2_7b,95f52e49bc4e33e5f21fbd9b4771036c,medium,0,3,False,D,E,False,Stable Wrong
llama2_7b,95f52e49bc4e33e5f21fbd9b4771036c,strong,0,3,False,D,E,False,Stable Wrong
llama2_7b,960bee876bc9f9d20e17b1b4cc5c0c3a,light,0,3,False,C,,False,Stable Wrong
llama2_7b,960bee876bc9f9d20e17b1b4cc5c0c3a,medium,1,3,False,C,,False,Stable Wrong
llama2_7b,960bee876bc9f9d20e17b1b4cc5c0c3a,strong,0,3,False,C,,False,Stable Wrong
